"abs","ad_date","ad_title","ad_url","airbag","alarm","arka_bagaj","bike_id","canta_sistemi__uclu_","cbs","cekis_kontrolu","cift_ayak","city","color","gps","isitmali_elcik","karbon","km","koltuk_alti_bagaj","led_sinyal","led_stop","nos","on_cam","on_koruma_bari","price","sahibinden","ses_sistemi","sirt_destegi","xenon_far","yan_koruma_barlari","year"
"False","25.9.2017","Yapılması gerekenler yapıldı","/ilan/vasita-motosiklet-bajaj-yapilmasi-gerekenler-yapildi-485364639/detay","False","False","False",485364639,"False","False","False","False","Bursa","Siyah","False","False","False","9800.0","False","False","False","False","False","False","9000.0","True","False","False","False","False","2016.0"
"False","29.9.2017","SIFIR GİBİ PULSAR 200NS","/ilan/vasita-motosiklet-bajaj-sifir-gibi-pulsar-200ns-486760109/detay","False","False","False",486760109,"False","False","False","False","Kütahya","Siyah","False","False","False","13500.0","False","False","False","False","False","True","8500.0","True","False","False","False","True","2015.0"
"True","24.9.2017","2017model abs li 2000km de sıfır hata","/ilan/vasita-motosiklet-bajaj-2017model-abs-li-2000km-de-sifir-hata-484938479/detay","False","False","False",484938479,"False","False","False","False","Bursa","Siyah","False","False","False","2000.0","False","False","False","False","False","False","10600.0","True","False","False","False","True","2017.0"
"True","26.9.2017","SIFIR SAYILIR EKSTRALI 800 KM DE !!!!","/ilan/vasita-motosiklet-bajaj-sifir-sayilir-ekstrali-800-km-de-485667191/detay","False","False","True",485667191,"False","False","False","True","İstanbul","Siyah","False","False","False","800.0","False","False","False","False","True","False","11500.0","True","False","True","False","True","2017.0"
"False","26.9.2017","acil satılık son oluru 6500","/ilan/vasita-motosiklet-bajaj-acil-satilik-son-oluru-6.500-485527114/detay","False","False","False",485527114,"False","False","False","False","İstanbul","Siyah","False","False","False","17300.0","False","False","False","False","False","False","6500.0","True","False","False","False","False","2016.0"
"False","26.9.2017","Aksesuarlı Temiz 200 NS","/ilan/vasita-motosiklet-bajaj-aksesuarli-temiz-200-ns-485500384/detay","False","False","False",485500384,"False","False","False","False","Eskişehir","Mavi","False","False","False","9700.0","False","False","False","False","False","False","9700.0","True","False","False","False","False","2016.0"
"False","25.9.2017","Memurdar tertemiz pulsar ns 200","/ilan/vasita-motosiklet-bajaj-memurdar-tertemiz-pulsar-ns-200-479081131/detay","False","False","False",479081131,"False","False","False","False","Eskişehir","Çift Renk","False","False","False","7800.0","False","False","False","False","False","False","8500.0","True","False","False","False","False","2016.0"
"False","25.9.2017","2016 Model Pulsar 200NS","/ilan/vasita-motosiklet-bajaj-2016-model-pulsar-200ns-485476398/detay","False","False","False",485476398,"False","False","False","False","Antalya","Çift Renk","False","False","False","11250.0","False","False","False","False","True","False","8250.0","True","False","False","False","False","2016.0"
"False","25.9.2017","ilk sahibinden extralı","/ilan/vasita-motosiklet-bajaj-ilk-sahibinden-extrali-484946168/detay","False","True","True",484946168,"True","False","False","True","İstanbul","Kırmızı","False","True","False","17500.0","True","False","True","False","True","False","9750.0","True","False","True","True","True","2015.0"
"False","27.9.2017","200 ns CBF 150 ESD 125 TAKASLI","/ilan/vasita-motosiklet-bajaj-200-ns-cbf-150-esd-125-takasli-486281356/detay","False","False","False",486281356,"False","False","False","False","Antalya","Siyah","False","False","False","14000.0","False","False","False","False","False","False","7500.0","True","False","False","False","False","2014.0"
"False","25.9.2017","Mavi Boncuk 200NS","/ilan/vasita-motosiklet-bajaj-mavi-boncuk-200ns-485438808/detay","False","True","False",485438808,"False","False","False","False","Kocaeli","Mavi","False","False","False","14500.0","False","False","False","False","False","False","7400.0","True","False","False","False","True","2014.0"
"True","23.9.2017","Büyük cc takaslı","/ilan/vasita-motosiklet-bajaj-buyuk-cc-takasli-484659508/detay","False","True","False",484659508,"False","False","False","False","Tekirdağ","Gri","False","False","False","5050.0","False","False","False","False","False","True","9999.0","True","False","False","False","False","2017.0"
"True","27.9.2017","Binek Otomobil / Araba Takaslı ABS'li Pulsar 200 NS","/ilan/vasita-motosiklet-bajaj-binek-otomobil-araba-takasli-abs-li-pulsar-200-ns-486159939/detay","False","False","True",486159939,"False","False","False","True","İzmir","Siyah","False","False","False","4600.0","False","False","False","False","True","False","11000.0","True","False","True","False","True","2017.0"
"False","25.9.2017","acil satilik","/ilan/vasita-motosiklet-bajaj-acil-satilik-485314886/detay","False","False","False",485314886,"False","False","False","False","Ankara","Mavi","False","False","False","30000.0","False","False","False","False","False","False","7000.0","True","False","False","False","False","2016.0"
"False","25.9.2017","HASAR KAYITSIZ TEMİZ PULSAR 200","/ilan/vasita-motosiklet-bajaj-hasar-kayitsiz-temiz-pulsar-200-485268168/detay","False","False","True",485268168,"False","False","False","True","İstanbul","Lacivert","False","False","False","26000.0","False","False","False","False","True","False","6200.0","True","False","False","False","False","2014.0"
"True","27.9.2017","satılık ns 200","/ilan/vasita-motosiklet-bajaj-satilik-ns-200-486059836/detay","False","False","False",486059836,"False","False","False","False","İzmir","Siyah","False","False","False","1540.0","False","False","False","False","False","False","10000.0","True","False","False","False","True","2017.0"
"False","25.9.2017","İlk Sahibinden Temiz Pulsar 200ns","/ilan/vasita-motosiklet-bajaj-ilk-sahibinden-temiz-pulsar-200ns-485075207/detay","False","False","False",485075207,"False","False","False","False","İstanbul","Mavi","False","False","False","5150.0","False","False","False","False","False","False","9500.0","True","False","False","True","True","2016.0"
"False","25.9.2017","2016 MODEL 1900 KM ' DE","/ilan/vasita-motosiklet-bajaj-2016-model-1900-km-de-485075698/detay","False","False","False",485075698,"False","False","False","False","İstanbul","Siyah","False","False","False","1900.0","False","False","False","False","False","False","9000.0","True","False","False","False","False","2016.0"
